Tev,COP,CR,Tco-Tev
-100,8.296418196168002,5.159203980099503,20
-90,8.757023185586316,4.255717255717255,20
-80,9.221046696476794,3.616200578592092,20
-70,9.680750619615246,3.1524181729360037,20
-60,10.122767402607389,2.8061333333333334,20
-50,10.575852597292105,2.539748953974896,20
-48,10.649235541768237,2.4939118264520648,20
-46,10.753102289266916,2.450468710412972,20
-44,10.827270332164657,2.4087306145893166,20
-42,10.919410228464503,2.3691022964509396,20
-40,11.007743853153613,2.3311793214862684,20
-38,11.085216012683272,2.2949384642052353,20
-36,11.17551799579598,2.260294583465315,20
-34,11.257849666983798,2.227150829890556,20
-32,11.330608287518073,2.195215946843854,20
-30,11.413423021269205,2.1648056623344925,20
-28,11.506352087114298,2.135585610864807,20
-26,11.575034329807512,2.107578577336642,20
-24,11.650366676957251,2.0806943914536435,20
-22,11.731444170024698,2.0548114205146284,20
-20,11.800918634384692,2.0300436182789126,20
-18,11.868305264755039,2.0061180558178178,20
-16,11.938057943016762,1.983148232491329,20
-14,12.00905920301475,1.9610453007029418,20
-12,12.091579847366896,1.9398268660330529,20
-10,12.16226633262666,1.9193043772372391,20
-8,12.211957582460494,1.8995637777894574,20
-6,12.286146308609565,1.880546493659398,20
-4,12.355530542099665,1.8621985880627119,20
-2,12.417172410512192,1.844497812848443,20
0,12.489217966146157,1.8273860920902028,20
2,12.545670889619903,1.8108998493975903,20
4,12.602708595209139,1.7948944439537142,20
6,12.669503750721262,1.7796511724389719,20
8,12.690659248388155,1.7646049182374235,20
10,12.748478175441774,1.7503487774432775,20
12,12.805121446055324,1.7364358243643305,20
14,12.842494536896943,1.7230135128084727,20
16,12.887481862551121,1.709910885726946,20
18,12.910460093010013,1.6973959544292025,20
20,12.951578476125018,1.6852376870838004,20
22,13.000528476767327,1.6734757523779822,20
24,13.025314156442521,1.6621062992125986,20
26,13.021496015536142,1.6508765386049982,20
28,13.071093037332606,1.6403749226279953,20
30,13.079328234754051,1.629918617333669,20
32,13.080510338759336,1.6199012109623965,20
34,13.071807797500945,1.6101438304314912,20
36,13.067345269471982,1.60084940973222,20
38,13.091552820360793,1.5916718033011437,20
40,13.049698795180763,1.5828768909754827,20
50,12.780478779718218,1.5429042054872084,20
60,12.182943197069966,1.5092893923789907,20
65,11.628578301659982,1.4948171183177845,20
70,10.749798441279232,1.4820511109628347,20
75,8.88429752066115,1.4716219067426228,20
-70,8.760492876395832,3.4904738641915,22
-60,9.155989088203702,3.0768,22
-50,9.555974703206493,2.761351309468465,22
-48,9.6294263464056,2.7073477956613017,22
-46,9.7162663890069,2.6561945781606284,22
-44,9.780080012950085,2.6072372199885123,22
-42,9.86870527245063,2.5606471816283927,22
-40,9.944285714285687,2.516297633754633,22
-38,10.016750903921277,2.4738256196914548,22
-36,10.091940742771541,2.4333227747861894,22
-34,10.163384419915827,2.3945785315648327,22
-32,10.232223530240391,2.357408637873754,22
-30,10.31508528240218,2.321923241198365,22
-28,10.387222737230243,2.287951063471575,22
-26,10.448113578770073,2.2553763440860215,22
-24,10.516403951631347,2.2241510873712325,22
-22,10.587917869573399,2.194175185054635,22
-20,10.645708037178808,2.16542334189393,22
-18,10.712087692742784,2.137731787454209,22
-16,10.769533335206338,2.1111656097817324,22
-14,10.840062040965302,2.0856547774017185,22
-12,10.908080960040696,2.0611114474241785,22
-10,10.9665874622312,2.0374305927450043,22
-8,11.019721191359803,2.014715929994219,22
-6,11.080538006191025,1.9927886384262552,22
-4,11.137703292465728,1.9716695700009168,22
-2,11.201014206346233,1.951325156531435,22
0,11.24649551110411,1.931665294483825,22
2,11.3057885074235,1.9126506024096386,22
4,11.35950445419832,1.894532285133822,22
6,11.390522811311568,1.876732106407342,22
8,11.436909022917911,1.8597865435026837,22
10,11.481933428242172,1.8433071444305749,22
12,11.526917251824305,1.827463132556788,22
14,11.562353697479573,1.811968487504565,22
16,11.579737761123113,1.7971788685933732,22
18,11.628510092641916,1.7828411997209952,22
20,11.64893811455936,1.7689721105030656,22
22,11.684740194584643,1.755496647434898,22
24,11.688869789428516,1.74251968503937,22
26,11.697526847975064,1.729858261842596,22
28,11.739659367396609,1.7178353523742154,22
30,11.737081765986881,1.705931705680007,22
32,11.725918122823808,1.6945506692160608,22
34,11.727945687292943,1.6834973504920516,22
36,11.720465890183046,1.6729052692196946,22
38,11.723816386216328,1.6625573590849945,22
48,11.470669745958437,1.6157619535335022,22
58,10.930951142656085,1.5765060240963857,22
-70,7.980479097901981,3.8563751831949196,24
-60,8.343192340027308,3.367466666666667,24
-50,8.711026444990406,2.9976754997675505,24
-48,8.773470410610521,2.934639608117565,24
-46,8.84857553569779,2.8750950088674943,24
-44,8.912346168100086,2.818035611717404,24
-42,8.988909786626854,2.763987473903967,24
-40,9.059372505679393,2.712439418416802,24
-38,9.12064421799243,2.6631998613277865,24
-36,9.18656578538245,2.6162496040544823,24
-34,9.253724522438532,2.5715010509531053,24
-32,9.323318728701567,2.5285049833887046,24
-30,9.389062081223297,2.4875831350295927,24
-28,9.453035222986697,2.4483977776530668,24
-26,9.509061655980801,2.4108767576509513,24
-24,9.570048403848753,2.375,24
-22,9.630402384500746,2.3405005287275293,24
-20,9.687638502759997,2.3074884839590726,24
-18,9.743121046101397,2.27572793534499,24
-16,9.801058398318181,2.2453140875170794,24
-14,9.8600057783731,2.216057016401979,24
-12,9.917139583832858,2.1879653732066107,24
-10,9.976154557399354,2.1609402745285946,24
-8,10.020166372573737,2.1349661008041205,24
-6,10.070982696230718,2.109936471338517,24
-4,10.129003859958024,2.0858622902723023,24
-2,10.170500057214781,2.0626769019641475,24
0,10.218880631676738,2.040201610474106,24
2,10.273964524955124,2.0188253012048194,24
4,10.299019197916508,1.997880045932338,24
6,10.348655912347656,1.9779617982376076,24
8,10.38505340269013,1.9585569841467982,24
10,10.421183512549305,1.939936852926059,24
12,10.462407566092221,1.92181058572891,24
14,10.47570036344919,1.9044451400845201,24
16,10.51440974946387,1.8876470877849443,24
18,10.543969181721545,1.871425249941874,24
20,10.556997001044616,1.8556735016812818,24
22,10.573251023173725,1.840428296689017,24
24,10.586092807295579,1.8258858267716536,24
26,10.593800748429041,1.811544199925401,24
28,10.621135873472303,1.7979485365637988,24
30,10.608471014069677,1.784545683362698,24
32,10.606173022703658,1.7717495219885275,24
34,10.604264955652004,1.7592732778198334,24
36,10.58370356729053,1.747408580477973,24
46,10.373103731037311,1.6930637144148215,24
56,9.895617022454791,1.6474661630468996,24
-70,7.330291773006311,4.25256472887152,26
-60,7.655637358607675,3.6792000000000002,26
-50,7.991086486097278,3.2493413916008063,26
-48,8.045963772622928,3.176487053883835,26
-46,8.11849541999611,3.1075500380035472,26
-44,8.174421360297009,3.041815048822516,26
-42,8.245488117339017,2.9794363256784973,26
-40,8.305823427056742,2.9200798251449207,26
-38,8.360246502661129,2.8634078696481193,26
-36,8.42229733964544,2.8095502058916693,26
-34,8.489281852299449,2.758135826628977,26
-32,8.54526695898891,2.70890365448505,26
-30,8.604025616768578,2.662029409970102,26
-28,8.662548802002025,2.6172063527695157,26
-26,8.713203996594824,2.5743899917287014,26
-24,8.76530032928353,2.5333842045020982,26
-22,8.823908876437622,2.49405181529785,26
-20,8.872293523137007,2.456442868207574,26
-18,8.92759006234724,2.420333094150081,26
-16,8.976545125295992,2.385698770276425,26
-14,9.026647829687734,2.352447279354335,26
-12,9.083446655952491,2.320600520612628,26
-10,9.133093543224925,2.2899179796499336,26
-8,9.170208007157244,2.2604719608976716,26
-6,9.221647729031842,2.2321371630405458,26
-4,9.261235808088736,2.204891354176217,26
-2,9.304869049072744,2.1785744918089027,26
0,9.350327396189812,2.1534568967248338,26
2,9.38036079151231,2.128953313253012,26
4,9.421186022393895,2.1056443777051497,26
6,9.461087960355876,2.0830083473008183,26
8,9.490510631977049,2.0612283110722753,26
10,9.523864770169634,2.0400910492694027,26
12,9.54507740921846,2.019893202003154,26
14,9.576185067846232,2.000313038034121,26
16,9.599393019726847,1.9814386293141648,26
18,9.620861845755535,1.9631481050918393,26
20,9.620143992800413,1.9454517483132236,26
22,9.641470713437057,1.9284786111544259,26
24,9.652367580129757,1.9121062992125986,26
26,9.651917404129797,1.8960276016411788,26
28,9.665992915607676,1.8808029003448579,26
30,9.660689468153592,1.865844450037755,26
32,9.655291278869356,1.8514977692797958,26
34,9.641214738376995,1.8376230128690387,26
44,9.432653310157676,1.774974832711553,26
54,9.016048718121255,1.7225199811941705,26
-70,6.763994735714504,4.6800195407914025,28
-60,7.06801633812822,4.013333333333334,28
-50,7.371262605205334,3.5171238183790487,28
-48,7.425700020773198,3.4333100069979006,28
-46,7.4895937471598515,3.3543197365087414,28
-44,7.5426507977449395,3.278920160827111,28
-42,7.604180298753009,3.207515657620042,28
-40,7.658045268971695,3.1395989736767085,28
-38,7.709863830572044,3.0749696654532848,28
-36,7.771537771537767,3.013462147608489,28
-34,7.82647903367426,2.954917735739653,28
-32,7.876989695681799,2.898870431893688,28
-30,7.930982599254185,2.845567148697297,28
-28,7.983865646034033,2.7947135080532015,28
-26,8.027577561892842,2.7460711331679075,28
-24,8.078466604230137,2.6995898512018317,28
-22,8.128599673343068,2.655049347902714,28
-20,8.17702725675754,2.6125310831193183,28
-18,8.224252792771306,2.571660561199441,28
-16,8.266266355977763,2.5325298672178818,28
-14,8.316204023720307,2.495053371517834,28
-12,8.364522426149895,2.459107694170349,28
-10,8.406936740855148,2.42453282223287,28
-8,8.445630040298656,2.391391180953382,28
-6,8.481567042063713,2.359513355735976,28
-4,8.52253580969219,2.3287796827725313,28
-2,8.563596165095209,2.299511107299082,28
0,8.588393085883949,2.2709291351231955,28
2,8.630568211386676,2.2437876506024095,28
4,8.663525269262603,2.217471954774313,28
6,8.696452133503662,2.1922036542259247,28
8,8.72374367100425,2.167644488827862,28
10,8.740626927363406,2.1442102944415886,28
12,8.775326132388829,2.1215726420053675,28
14,8.793680919950884,2.0997026138675845,28
16,8.810328021218243,2.078553493181035,28
18,8.818573408556349,2.0581260172053013,28
20,8.82402722088959,2.0385266257884442,28
22,8.841999050332408,2.0195436353240814,28
24,8.84521477015823,2.0012795275590554,28
26,8.836722579539698,1.9834017157776946,28
28,8.853082341208033,1.9664868688655053,28
30,8.845239980991588,1.9498280057051764,28
32,8.829609784057773,1.9339547482472912,28
42,8.639512912030275,1.8619704311094547,28
52,8.251107259772798,1.8018983917769145,28
-100,5.3895874420036325,10.18407960199005,30
-90,5.691506430034799,7.7962577962577955,30
-80,5.981199965934248,6.2227579556412715,30
-70,6.276083421054895,5.140693698094773,30
-60,6.555714792042293,4.3704,30
-50,6.83689898032875,3.8014876801487687,30
-48,6.885355985696764,3.7059482155353396,30
-46,6.945187689811624,3.6157841398530532,30
-44,6.991531277630417,3.52992533026996,30
-42,7.046690588993867,3.4486430062630484,30
-40,7.097750880422471,3.3715670436187404,30
-38,7.149782832014696,3.2981452591436993,30
-36,7.201067583130744,3.228460563826417,30
-34,7.250804573835392,3.1621366963832713,30
-32,7.297571611157048,3.0987375415282394,30
-30,7.34661664455321,3.038562450424065,30
-28,7.392674205083597,2.981087603120265,30
-26,7.435765814129381,2.9262303556658398,30
-24,7.4796470162863455,2.873855398702785,30
-22,7.529019018090767,2.823757490306662,30
-20,7.570703230395636,2.775875422934247,30
-18,7.6116062176165995,2.7299369311529893,30
-16,7.653854885770251,2.6860526223592474,30
-14,7.696671870867557,2.6439729237177816,30
-12,7.738350277204302,2.6036685029360127,30
-10,7.78090134410963,2.564953916401252,30
-8,7.807320057848493,2.5278551532033426,30
-6,7.844297047495621,2.492089577865535,30
-4,7.882820949971593,2.458054460438251,30
-2,7.90617742684625,2.4249506818766617,30
0,7.941514842895425,2.3934215546496915,30
2,7.976156276931905,2.362951807228916,30
4,8.00347871715016,2.333716102817772,30
6,8.033590889803326,2.3053817686984517,30
8,8.047115312476516,2.27827362376732,30
10,8.075556842955795,2.2521477347822896,30
12,8.098384349352171,2.2269872451097026,30
14,8.111307846239296,2.2026138675849114,30
16,8.116826179607521,2.1791147653980603,30
18,8.128940322998545,2.156591490351081,30
20,8.133035215204034,2.1347882464121666,30
22,8.143175487465161,2.1137273247050263,30
24,8.138745587835999,2.0935039370078736,30
26,8.134656060327398,2.0737597911227152,30
28,8.145784543325535,2.05500044212574,30
30,8.129186545943439,2.0366641496769864,30
40,7.955015244690231,1.954486176317162,30
50,7.5935532861633925,1.8859319503783394,30
60,6.706479686727503,1.829989701338826,30
65,5.613398975450749,1.8074929660891454,30
-80,4.900426407154832,8.39440694310511,36
-70,5.135135135135134,6.740107474352712,36
-60,5.360074301665809,5.591466666666667,36
-50,5.581953390031965,4.761816209514955,36
-48,5.619327812073084,4.623932820153954,36
-46,5.664578263345943,4.494426146440334,36
-44,5.704784130688443,4.371510626076967,36
-42,5.748769960390058,4.255636743215032,36
-40,5.7883122926580235,4.145965979283475,36
-38,5.825597321564447,4.041948344600451,36
-36,5.865407771966327,3.943538169147925,36
-34,5.902943018159048,3.850112343263028,36
-32,5.939764162025898,3.7611295681063126,36
-30,5.976551053463722,3.6767954115565313,36
-28,6.015094093047568,3.5966103597283796,36
-26,6.04781950603954,3.5202129859387927,36
-24,6.0813488731400875,3.447443723769554,36
-22,6.118497966863101,3.3780401832922102,36
-20,6.150166094582319,3.3118910765969587,36
-18,6.181287861790449,3.2486121077079946,36
-16,6.213033535229944,3.188242301089584,36
-14,6.241050334541643,3.1305324134340013,36
-12,6.272168556065159,3.0752466856347236,36
-10,6.3019123044234036,3.022633106908312,36
-8,6.317369662629664,2.9718295054396386,36
-6,6.345114662695004,2.9235448502538692,36
-4,6.370542635658927,2.8770514348583482,36
-2,6.393155669190675,2.8325756925979926,36
0,6.415534321731039,2.7896142492821143,36
2,6.432298418459913,2.7486822289156625,36
4,6.453537410767533,2.7093012984718663,36
6,6.470993753786371,2.6714681624321677,36
8,6.481976137780154,2.6349706653351643,36
10,6.487925739209752,2.5998972024377704,36
12,6.497977300329398,2.5663337299062055,36
14,6.502579297313367,2.5339124536964577,36
16,6.50467289719625,2.5027078922751222,36
18,6.503046158912542,2.472680771913508,36
20,6.498272082048238,2.4437924441221073,36
22,6.499225157803233,2.4159259836789855,36
24,6.488531295305959,2.3892716535433074,36
34,6.357044630578832,2.2690386071158213,36
44,6.058587032038336,2.169597915556345,36
54,5.369776332557025,2.0885284438175837,36
-80,4.612642230429304,9.238187078109931,38
-70,4.834588612256919,7.352222765021984,38
-60,5.042958812990594,6.052266666666667,38
-50,5.249142036234013,5.119789245312258,38
-48,5.28491680375395,4.96557032890133,38
-46,5.329353615290877,4.820623258170762,38
-44,5.363928310716479,4.683400344629523,38
-42,5.404362472819039,4.554070981210856,38
-40,5.44130040423374,4.431816022046946,38
-38,5.475762236182432,4.3160859767724045,38
-36,5.511346111478306,4.206525182134938,38
-34,5.547741927794134,4.10270348626513,38
-32,5.5802964475838905,4.003920265780731,38
-30,5.616455152964255,3.9104277259137223,38
-28,5.6505203976603005,3.821482687019474,38
-26,5.679568807917797,3.736869313482217,38
-24,5.712677641761631,3.65642884395269,38
-22,5.745351187714349,3.5796616143813886,38
-20,5.773311881236981,3.5065835065835063,38
-18,5.804112456556806,3.4367612069942215,38
-16,5.828242660123528,3.370178327435798,38
-14,5.856273523997905,3.306430617026816,38
-12,5.88555174433195,3.2459591984986984,38
-10,5.904841319756055,3.187519377660024,38
-8,5.926220578538467,3.13212802859095,38
-6,5.949445353700659,3.078809880055925,38
-4,5.971173897798376,3.027872008801687,38
-2,5.991757212439117,2.9788146496268975,38
0,6.005692203049769,2.9319865860760257,38
2,6.027975861842616,2.8870481927710845,38
4,6.0423647443810715,2.8439183817683946,38
6,6.055794964844647,2.8024029605536107,38
8,6.05994568002874,2.762451629010111,38
10,6.067546472513931,2.7242822527351493,38
12,6.075414053037083,2.6875190216639457,38
14,6.075842399915492,2.65208431157719,38
16,6.072798085254225,2.6180394859928118,38
18,6.072454481655352,2.585328993257382,38
20,6.0656507070689285,2.553790026592822,38
22,6.059937604386602,2.5235199334684757,38
32,5.936509951135233,2.3879859783301463,38
42,5.65678643778655,2.275934898745186,38
52,5.012138911368377,2.1847735208773913,38
-100,3.933090412286158,18.656716417910445,40
-90,4.145982648057334,13.415800415800414,40
-80,4.354757595069435,10.147540983606556,40
-70,4.562468852840513,8.006350757205668,40
-60,4.758790362947786,6.5416,40
-50,4.9499220784494895,5.498062916472959,40
-48,4.985519931010518,5.3259622113365985,40
-46,5.024297209739791,5.1645553585001265,40
-44,5.056288382956967,5.0118322802986786,40
-42,5.094038410887918,4.868058455114824,40
-40,5.128226096627522,4.732395704646964,40
-38,5.1591599889472315,4.603917490032935,40
-36,5.193618291763275,4.4824992081089645,40
-34,5.225985487796551,4.367543668913531,40
-32,5.258103310540151,4.258338870431894,40
-30,5.2902127261184075,4.154920983586552,40
-28,5.320632659722838,4.056681070767159,40
-26,5.349458644534988,3.9633995037220844,40
-24,5.378674562715587,3.874666157954979,40
-22,5.407715486406382,3.7900951709552344,40
-20,5.435397318118412,3.709673474379357,40
-18,5.459295009636679,3.632878885154273,40
-16,5.483537432550323,3.559541744035315,40
-14,5.509954449906364,3.489976568601927,40
-12,5.529768515131956,3.4230280283310126,40
-10,5.5537370799180685,3.3594520702387327,40
-8,5.5714310158963825,3.2984705944184585,40
-6,5.591345569466385,3.240207020039736,40
-4,5.611097401910667,3.18419363711378,40
-2,5.624164241327756,3.1308431254824596,40
0,5.642988387209232,3.079579911243198,40
2,5.658867562733918,3.030496987951807,40
4,5.6697693393066295,2.9833053617171625,40
6,5.676708291556539,2.9379843674803765,40
8,5.682326277000876,2.8946136562226936,40
10,5.687992233861001,2.852926059182025,40
12,5.6916807474406035,2.8128544946462664,40
14,5.6875403486120115,2.7742995773986534,40
16,5.685605020351113,2.7373098321106792,40
18,5.6828738902752525,2.701697279702395,40
20,5.670737640076321,2.667523790685919,40
30,5.559685397795582,2.5148082892860137,40
40,5.29690926020485,2.389019300991132,40
50,4.69239650338116,2.286662891851547,40
-90,3.539776017735385,18.097713097713097,46
-80,3.7137892115587867,13.304725168756027,46
-70,3.887206464118614,10.243282852955545,46
-60,4.049291748185452,8.194133333333333,46
-50,4.2062679184016645,6.760886409421976,46
-48,4.233479656804947,6.52708187543737,46
-46,4.264769168103059,6.308462123131492,46
-44,4.290196535837177,6.102240091901206,46
-42,4.320762579435354,5.908663883089771,46
-40,4.347627704359395,5.726408818777915,46
-38,4.374152095496274,5.554515513953891,46
-36,4.401236596739474,5.392382008235667,46
-34,4.426926017370816,5.239254910487787,46
-32,4.452191513653573,5.09421926910299,46
-30,4.477392457444774,4.9572274086277375,46
-28,4.501271944976594,4.827431393456422,46
-26,4.523674898528564,4.704404466501241,46
-24,4.544169706432631,4.587705074399084,46
-22,4.566550570238337,4.4765597462107865,46
-20,4.586848318903873,4.37161143043496,46
-18,4.602548074897113,4.270931681710034,46
-16,4.621221190406969,4.1758049259012715,46
-14,4.639483923224898,4.084873730799272,46
-12,4.657034729582528,3.9984260548459347,46
-10,4.672852639169475,3.915555680825277,46
-8,4.681246923014185,3.8369159615283546,46
-6,4.69631306300088,3.761681669896245,46
-4,4.708208153671333,3.6898322178417526,46
-2,4.717634009688711,3.621022386139463,46
0,4.723021040718916,3.5550914677001546,46
2,4.730466600906954,3.492281626506024,46
4,4.734691988868102,3.432028972705591,46
6,4.737372042288971,3.374267744237376,46
8,4.734332425068118,3.318874048183747,46
10,4.732614215832126,3.265878552022909,46
12,4.7300979065229924,3.215007055308081,46
14,4.720665405347521,3.166249282621172,46
24,4.6223550951354655,2.9501968503937004,46
34,4.404971264609612,2.7735049205147617,46
44,3.898009595525153,2.630603422751229,46
-90,3.3694399851913794,19.916839916839916,48
-80,3.535402287755198,14.51301832208293,48
-70,3.698084581831973,11.087445041524182,48
-60,3.8505241257901934,8.810133333333335,48
-50,3.9980715589379803,7.227026189369288,48
-48,4.023498962318295,6.9697690692792165,48
-46,4.052042963127009,6.729161388396251,48
-44,4.076761225970015,6.502584721424469,48
-42,4.104378976537289,6.290083507306889,48
-40,4.130714239473227,6.0902784377078785,48
-38,4.154571928327243,5.901802738776218,48
-36,4.179115128449101,5.724263541336712,48
-34,4.204228122639205,5.556860186997173,48
-32,4.226821033973704,5.39827242524917,48
-30,4.249538039698778,5.248642382085545,48
-28,4.2728127418139215,5.107020595993041,48
-26,4.290769722133506,4.972859801488833,48
-24,4.310925851038454,4.845478824876001,48
-22,4.332017890028934,4.725061684878393,48
-20,4.346249233312886,4.610085198320492,48
-18,4.3646154678789975,4.501302919294535,48
-16,4.380447763242777,4.397575587709771,48
-14,4.396351418366609,4.299010674303567,48
-12,4.4122222033677705,4.204855015436769,48
-10,4.423052652110545,4.115392203838891,48
-8,4.434340670536114,4.030062542702476,48
-6,4.4451995095359695,3.9485883882361597,48
-4,4.454493928825271,3.870679380214541,48
-2,4.459488240484381,3.796208937301655,48
0,4.465267397185818,3.725175204321372,48
2,4.4708561534263005,3.657191265060241,48
4,4.472217799713409,3.592085504814062,48
6,4.471291084896661,3.5297631889012426,48
8,4.468538377959627,3.470072400449382,48
10,4.464940711989652,3.4128790660107198,48
12,4.458175806604603,3.3581883075560968,48
22,4.363865493883931,3.1159623681064503,48
32,4.1573136744401165,2.918897386870618,48
42,3.6780748243921884,2.7595353460057153,48
-100,3.050745938181733,32.10447761194029,50
-90,3.2132021767845504,21.877338877338875,50
-80,3.3702713791883365,15.804243008678881,50
-70,3.524713861198033,11.983878847093308,50
-60,3.6676848787787675,9.461066666666667,50
-50,3.805954819070854,7.717185805051915,50
-48,3.8291785000525955,7.434569629111267,50
-46,3.856699309419995,7.170635926019763,50
-44,3.879020123621168,6.922343480758184,50
-42,3.905956402203845,6.689770354906055,50
-40,3.9297347551663293,6.471063384966265,50
-38,3.951393206352799,6.265037268157394,50
-36,3.97534081888304,6.071270193221412,50
-34,3.997895721844222,5.888526491266217,50
-32,4.018292438196912,5.715614617940199,50
-30,4.0403870989383215,5.552626761852462,50
-28,4.059443236083933,5.398451091531511,50
-26,4.077141096734445,5.252274607113317,50
-24,4.09615293237933,5.11446012972148,50
-22,4.1115726581559375,4.9828163553049,50
-20,4.128188964221851,4.8587501528678,50
-18,4.143854839762423,4.740360285509271,50
-16,4.1576176199506305,4.628104964439617,50
-14,4.171964847855948,4.520958083832335,50
-12,4.183211519581092,4.419456383558327,50
-10,4.196328939025163,4.32255700555258,50
-8,4.20397730464581,4.230304304409523,50
-6,4.21243489342049,4.142117785572371,50
-4,4.217620177011632,4.057944439350876,50
-2,4.222879238513548,3.977828287160133,50
0,4.226968536210934,3.901082351051226,50
2,4.229756319055536,3.827748493975904,50
4,4.227844601133687,3.757618584930659,50
6,4.226899358350188,3.690569043628338,50
8,4.2224328033239376,3.6262638871551616,50
10,4.214961423205308,3.564872604449666,50
20,4.124012564046384,3.293773763213995,50
30,3.930550928309654,3.073915596946053,50
40,3.4766946614395136,2.8966484089723528,50
-100,2.457918621792712,52.35323383084577,60
-90,2.5848190678878966,34.07276507276507,60
-80,2.706346002377031,23.65573770491803,60
-70,2.8231888474137277,17.332193453834883,60
-60,2.9305922720582065,13.279733333333333,60
-50,3.0304047370057345,10.55245622191229,60
-48,3.0471430234953734,10.117004898530443,60
-46,3.066894382938012,9.71218647073727,60
-44,3.082928413044519,9.33302699597932,60
-42,3.100933406982293,8.979123173277662,60
-40,3.1177256393836363,8.647914092939278,60
-38,3.1318289557358394,8.337233489339573,60
-36,3.14723333685351,8.045612923661704,60
-34,3.1623612720892877,7.7727042110603755,60
-32,3.173750301859454,7.514285714285714,60
-30,3.1876261202748286,7.2725608639941415,60
-28,3.200157530910254,7.044166339300746,60
-26,3.2104652336259973,6.828990901571546,60
-24,3.221050340646981,6.625333842045021,60
-22,3.2298494281038588,6.433292210081071,60
-20,3.2388334838387887,6.251681545799193,60
-18,3.2462986086336105,6.079534725631632,60
-16,3.251977339776655,5.9163367550712955,60
-14,3.2560264265201835,5.761520437386097,60
-12,3.2605428179273885,5.615049337126944,60
-10,3.2632505239651985,5.475633473322247,60
-8,3.2624947501049966,5.343196510222316,60
-6,3.2611740518893995,5.217199342637788,60
-4,3.259708137521647,5.097414504446686,60
-2,3.256468224064305,4.9832747233896555,60
0,3.250473134625299,4.874595875419185,60
10,3.1800416991437164,4.401791614655995,60
20,3.0217902061994195,4.026065361200852,60
30,2.670397488519921,3.7270744189948823,60
